,Unnamed: 0,City,Country,Latitude,Longitude,year,Value,Date,Time,Min,TimeNew,VAL_0,continent
1691,1691,Pittsburgh,United States of America,40.44062,-79.99589,1875,205000,/01/01,1875/01/01, 00:00:00,1875/01/01 00:00:00,0.008907657,Americas
1760,1760,Mandalay,Myanmar,21.97473,96.08359,1875,200000,/01/01,1875/01/01, 00:00:00,1875/01/01 00:00:00,0.008690265,Asia
1761,1761,Wuhan,China,30.58333,114.26667,1875,200000,/01/01,1875/01/01, 00:00:00,1875/01/01 00:00:00,0.008690265,Asia
1758,1758,Bristol,United Kingdom,51.45523,-2.59665,1875,200000,/01/01,1875/01/01, 00:00:00,1875/01/01 00:00:00,0.008690265,Europe
1759,1759,Hangzhou,China,30.25,120.166667,1875,200000,/01/01,1875/01/01, 00:00:00,1875/01/01 00:00:00,0.008690265,Asia
1757,1757,Bangkok,Thailand,13.75398,100.50144,1875,200000,/01/01,1875/01/01, 00:00:00,1875/01/01 00:00:00,0.008690265,Asia
1774,1774,Munich,Germany,48.136739,11.576756,1875,198000,/01/01,1875/01/01, 00:00:00,1875/01/01 00:00:00,0.008603308,Europe
1777,1777,Dresden,Germany,51.05089,13.73832,1875,197000,/01/01,1875/01/01, 00:00:00,1875/01/01 00:00:00,0.008559829,Europe
1781,1781,Seoul,Republic of Korea,37.56826,126.97783,1875,196000,/01/01,1875/01/01, 00:00:00,1875/01/01 00:00:00,0.008516351,Asia
1798,1798,Turin,Italy,45.07049,7.68682,1875,192000,/01/01,1875/01/01, 00:00:00,1875/01/01 00:00:00,0.008342437,Europe
8669,8669,Quilon,India,8.88,76.6,1875,14366,/01/01,1875/01/01, 00:00:00,1875/01/01 00:00:00,0.0006191769999999999,Asia
